chrom	txStart	txEnd	strand	#name	name2	exonCount
chr4	60016420	60019086	+	NM_001081285	Mup6	6
chr4	60079340	60083347	-	NM_001134675	Mup7	7
chr4	60079340	60152730	-	NM_001200004	Mup15	7
chr4	60231492	60235471	-	NM_001134676	Mup8	7
chr4	60432031	60434824	-	NM_001126319	Mup9	5
chr4	60510884	60514832	-	NM_001163011	Mup1	7
chr4	60591132	60595027	-	NM_001122647	Mup10	7
chr4	60591132	60675237	-	NM_001134644	Gm2083	7
chr4	60671338	60675267	-	NM_001164526	Mup11	7
chr4	60732253	60736153	-	NM_001199995	Mup12	7
chr4	60885338	60889318	-	NM_001134674	Mup13	7
chr4	60961068	60965030	-	NM_001199999	Mup14	7
chr4	60961070	61100735	-	NM_008647	Mup2	7
chr4	61176624	61180518	-	NM_001199936	Mup16	7
chr4	61252962	61256864	-	NM_001200006	Mup17	7
chr4	61331211	61335128	-	NM_001199333	LOC100048884	7
chr4	61439361	61443258	-	NM_001135127	Mup19	7
chr4	61492352	61496214	-	NM_008649	Mup5	7
chr4	61711268	61715151	-	NM_001012323	Mup20	7
chr4	61744510	61748346	-	NM_001039544	Mup3	7
chr4	61808865	61811875	-	NM_001009550	Mup21	6
chr4	61850576	61869580	-	NM_009554	Zfp37	4
chr4	61947478	61959445	+	NM_025286	Slc31a2	4
chr4	61961375	62021582	-	NM_001045528	Fkbp15	28
chr4	62021734	62052803	+	NM_175090	Slc31a1	5
chr4	62055622	62069657	-	NM_139291	Cdc26	4
chr4	62069816	62088024	+	NM_027297	Prpf4	14
chr4	62088575	62095760	-	NM_153504	Rnf183	3
chr4	62114767	62131906	-	NM_023597	Wdr31	11
chr4	62141100	62158332	+	NM_138653	Bspry	7
chr4	62160087	62163234	-	NM_024257	Hdhd3	2
chr4	62170203	62181097	-	NM_008525	Alad	12
chr4	62184834	62186048	-	NM_021498	Pole3	4
chr4	62186402	62209027	+	NM_177607	4933430I17Rik	15
chr4	62220880	62320880	+	NM_019492	Rgs3	20
chr4	62626607	62795064	+	NM_028326	Zfp618	15
chr4	62804312	62815176	-	NM_007443	Ambp	10
chr4	62826670	62833165	-	NM_010616	Kif12	19
chr4	62876445	62996024	+	NM_025685	Col27a1	61
chr4	62917884	62917966	+	NR_030477	Mir455	1
chr4	63005599	63009196	+	NM_008768	Orm1	6
chr4	63017195	63020545	+	NM_013623	Orm3	6
chr4	63023482	63026911	+	NM_011016	Orm2	6
chr4	63028161	63064479	-	NM_001045514	Akna	22
chr4	63075943	63156985	-	NM_028640	Whrn	12
chr4	63205798	63211735	+	NM_024173	Atp6v1g1	3
chr4	63221393	63247387	+	NM_144905	6330416G13Rik	10
chr4	63257934	63261798	-	NR_028584	Gm11213	2
chr4	63268124	63283463	-	NM_029324	1700018C11Rik	5
chr4	63385636	63406147	-	NM_177371	Tnfsf15	4
chr4	63493857	63522318	-	NM_009403	Tnfsf8	4
chr4	63620818	63708049	-	NM_011607	Tnc	26
chr4	64785207	65018543	+	NM_021362	Pappa	22
chr4	65041836	66065517	-	NM_207109	Astn2	23
chr4	65266019	65277274	+	NM_001161782	Trim32	2
chr4	66488844	66503830	+	NM_021297	Tlr4	3
chr4	68422405	68615431	-	NM_019967	Dbc1	8
chr4	69884057	70071401	-	NM_145990	Cdk5rap2	37
chr4	70092960	70195962	-	NM_172694	Megf9	6
chr4	71778175	71861953	-	NM_011599	Tle1	20
chr4	71862277	71864964	+	NR_027923	C630043F03Rik	1
chr4	72511616	72513668	-	NM_001199270	Aldoart1	1
chr4	73062065	73066106	-	NM_001013393	Gm11487	6
chr4	73311921	73318299	+	NM_001256481	LOC100502924	6
chr4	73329417	73333463	+	NM_001081644	Gm428	6
chr4	73360482	73436506	-	NM_001017427	Rasef	18
chr4	73437147	73444282	+	NR_046042	Gm11240	3
chr4	73518122	73522170	-	NM_001177578	Gm13871	6
chr4	73518123	73522170	-	NM_001085538	Gm11757	6
chr4	73518127	73522170	-	NM_001097978	Gm11758	4
chr4	73562631	73566664	-	NM_001126326	Gm11756	6
chr4	73587482	73596750	-	NM_027981	2310002L09Rik	2
chr4	73659506	73848118	+	NM_001163732	Frmd3	15
chr4	73888400	74051768	+	NM_001172095	Kdm4c	22
chr4	74923257	74924190	-	NM_025849	3110001D03Rik	2
chr4	75587142	76240203	-	NM_011211	Ptprd	31
chr4	80480133	80497622	+	NM_031202	Tyrp1	8
chr4	80556589	80600205	+	NM_026821	D4Bwg0951e	2
chr4	80924403	81088709	-	NM_010820	Mpdz	47
chr4	81711283	81748711	+	NR_040659	Gm5860	3
chr4	81936076	82151212	-	NM_008687	Nfib	9
chr4	82444641	82505565	-	NM_026647	Zdhhc21	9
chr4	82527654	82531055	-	NM_009887	Cer1	2
chr4	82543830	82667006	-	NM_177863	Frem1	36
chr4	82866204	82970093	-	NM_027238	Ttc39b	20
chr4	83024220	83036572	-	NR_045450	Gm11413	3
chr4	83063647	83099244	+	NM_029949	Snapc3	9
chr4	83101584	83132294	-	NM_133948	Psip1	16
chr4	83171448	83510574	+	NM_001081012	4930473A06Rik	26
chr4	83918445	84320990	-	NM_172870	Bnc2	6
chr4	84530230	84604507	+	NM_177385	Cntln	5
chr4	84851359	85035283	+	NM_019535	Sh3gl2	9
chr4	85699818	86074286	+	NM_029967	Adamtsl1	28
chr4	86090601	86204207	-	NM_001081096	Fam154a	4
chr4	86221576	86223187	+	NM_178376	Rraga	1
chr4	86227188	86257926	-	NM_173400	Haus6	17
chr4	86232356	86232474	-	NR_028545	Scarna8	1
chr4	86302468	86315963	-	NM_007408	Plin2	8
chr4	86394458	86476071	+	NM_001081014	Dennd4c	26
chr4	86500002	86503271	-	NM_009096	Rps6	5
chr4	86520317	86566785	+	NM_139306	Acer2	6
chr4	86629029	86876444	-	NM_172426	Slc24a2	11
chr4	87415828	87452218	-	NM_029931	Mllt3	7
chr4	87740533	88056915	+	NM_001081184	BC057079	44
chr4	87767943	87768029	+	NR_030478	Mir491	1
chr4	88058833	88084830	-	NM_025760	Ptplad2	7
chr4	88167928	88168698	-	NM_010510	Ifnb1	1
chr4	88203576	88204149	-	NM_206870	Gm12597	1
chr4	88217132	88217702	-	NM_206975	Ifna14	1
chr4	88237716	88238289	-	NM_010507	Ifna9	1
chr4	88248483	88249280	-	NM_177361	Ifna12	1
chr4	88273223	88280090	-	NR_027385	C87499	3
chr4	88289544	88290363	-	NM_177347	Ifna13	1
chr4	88322190	88322760	-	NM_206867	Gm13280	1
chr4	88329110	88329683	-	NM_010503	Ifna2	1
chr4	88336502	88337172	-	NM_008336	Ifnab	1
chr4	88364195	88368412	-	NM_172871	Klhl9	1
chr4	88400771	88401320	+	NM_001085528	Gm13271	1
chr4	88403747	88404296	+	NM_001243150	Gm13286	1
chr4	88406677	88407488	+	NM_001085531	Gm13283	1
chr4	88419737	88420705	+	NM_001243165	Gm13289	1
chr4	88425753	88426564	+	NM_001161608	Gm13272	1
chr4	88425753	88426302	+	NM_001161609	Gm13285	1
chr4	88428034	88429496	+	NM_197889	Ifnz	1
chr4	88430957	88432419	+	NM_001085532	Gm13276	1
chr4	88433880	88435342	+	NM_001098840	Gm13277	1
chr4	88436798	88438260	+	NM_001098841	Gm13278	1
chr4	88443140	88444108	+	NM_001243166	Gm13279	1
chr4	88445478	88447034	+	NM_001085533	Gm13275	1
chr4	88449157	88449706	+	NM_001161610	Gm13287	1
chr4	88451434	88454284	+	NM_001243167	Gm13288	1
chr4	88451929	88452897	+	NM_001243155	Gm13290	1
chr4	88462128	88462704	+	NM_008334	Ifna7	1
chr4	88465822	88466469	+	NM_008333	Ifna11	1
chr4	88473319	88473889	+	NM_206871	Ifna6	1
chr4	88481428	88481998	+	NM_010505	Ifna5	1
chr4	88487719	88488363	+	NM_010504	Ifna4	1
chr4	88495990	88496560	+	NM_010502	Ifna1	1
chr4	88525441	88526105	-	NM_177348	Ifne	1
chr4	88556460	88556566	-	NR_029747	Mir31	1
chr4	88696210	88730514	+	NR_033533	Gm12603	3
chr4	88783273	88826994	+	NM_024433	Mtap	8
chr4	88920376	88940523	-	NM_009877	Cdkn2a	3
chr4	88952197	88956941	-	NM_007670	Cdkn2b	2
chr4	89354888	89361457	+	NM_175647	Dmrta1	2
chr4	89885510	89892378	+	NM_153102	Zfp352	2
chr4	90026315	90028005	-	NR_033610	Gm12633	1
chr4	90917456	91038746	-	NM_010486	Elavl2	7
chr4	91811008	91813912	-	NM_027034	Izumo3	7
chr4	93000838	93002202	-	NM_026954	Tusc1	1
chr4	94166769	94223487	-	NM_026368	5830433M19Rik	6
chr4	94231829	94269938	-	NM_172695	Plaa	14
chr4	94260340	94267010	+	NM_001081019	Gm12657	2
chr4	94281210	94359924	+	NM_026319	Ift74	20
chr4	94303350	94316835	-	NM_175305	Lrrc19	5
chr4	94331847	94331928	+	NR_030604	Mir872	1
chr4	94405990	94541630	+	NM_013690	Tek	23
chr4	94573983	94595501	-	NM_027089	4930579C15Rik	8
chr4	94608731	94645791	-	NM_177239	Mysm1	20
chr4	94715726	94718913	-	NM_010591	Jun	1
chr4	95224197	95593630	+	NM_001113412	Fggy	16
chr4	95626401	95633726	-	NR_045777	9530080O11Rik	2
chr4	95634069	95690965	+	NM_030014	Hook1	22
chr4	95709350	95744231	-	NM_145548	Cyp2j13	9
chr4	95766008	95807843	-	NM_001100182	Cyp2j12	9
chr4	95961198	96015371	-	NM_001004141	Cyp2j11	9
chr4	96111278	96174077	-	NM_001104927	Cyp2j8	9
chr4	96182828	96220342	-	NM_010008	Cyp2j6	9
chr4	96235119	96258176	-	NM_028979	Cyp2j9	9
chr4	96294122	96330810	-	NM_010007	Cyp2j5	9
chr4	96390577	96451851	-	NM_001081284	Gm12695	11
chr4	97234565	97251282	-	NR_015513	E130114P18Rik	3
chr4	97248633	97785567	+	NM_001122952	Nfia	11
chr4	98022060	98049956	-	NM_053157	Tm2d1	7
chr4	98062516	98386294	+	NM_172696	Inadl	44
chr4	98393444	98405177	+	NM_001081202	L1td1	5
chr4	98421582	98484228	-	NM_172872	Kank4	10
chr4	98460458	98465728	+	NR_040437	A730085A09Rik	3
chr4	98590500	98602224	+	NM_146144	Usp1	9
chr4	98603355	98787606	-	NM_026082	Dock7	48
chr4	98697645	98704879	+	NM_013913	Angptl3	7
chr4	98860624	98926478	+	NM_175029	Atg4c	11
chr4	99322989	99325362	+	NM_010425	Foxd3	1
chr4	99382320	99430151	+	NM_001081264	Alg6	15
chr4	99432092	99495809	-	NM_026348	Itgb3bp	9
chr4	99496190	99585388	+	NM_145549	Efcab7	12
chr4	99602055	99659899	+	NM_028132	Pgm2	11
chr4	99768395	100115150	+	NM_013845	Ror1	9
chr4	100151471	100222750	+	NM_001033773	Ube2u	10
chr4	100449283	100676353	+	NM_198037	Cachd1	27
chr4	100741642	100824975	+	NM_183024	Raver2	12
chr4	100824578	100937887	-	NM_146145	Jak1	25
chr4	101019128	101028853	-	NR_040708	E130102H24Rik	2
chr4	101019549	101019632	-	NR_029537	Mir101a	1
chr4	101026387	101071790	+	NR_040640	0610043K17Rik	4
chr4	101091893	101140376	+	NM_001177602	Ak4	6
chr4	101169252	101315404	+	NM_198412	Dnajc6	20
chr4	101320387	101331963	+	NM_175036	Leprot	4
chr4	101390011	101464863	+	NM_010704	Lepr	18
chr4	101507573	101516627	-	NM_001033790	B020004J07Rik	4
chr4	101613011	101615788	+	NM_001085516	Gm12794	3
chr4	101659444	101662836	+	NM_001085520	Gm12789	4
chr4	101927543	102279867	+	NM_019840	Pde4b	15
chr4	102432967	102643782	+	NM_144906	Sgip1	24
chr4	102639870	102662360	-	NR_040444	Gm12709	4
chr4	102664399	102678199	+	NM_001163768	Tctex1d1	4
chr4	102676710	102684570	-	NR_028391	BB031773	4
chr4	102690477	102699333	-	NM_011831	Insl5	2
chr4	102710669	102786904	-	NM_146254	Wdr78	17
chr4	102787069	102838354	+	NM_027696	Mier1	15
chr4	102844322	102887489	-	NM_177732	Slc35d1	10
chr4	102903050	102963468	-	NM_027612	4921539E11Rik	9
chr4	102963563	102984437	+	NR_045887	4930456L15Rik	4
chr4	102986450	103039033	+	NM_025909	Oma1	9
chr4	103055104	103164793	+	NR_040673	LOC622167	4
chr4	104040164	104352987	+	NM_010014	Dab1	7
chr4	104438921	104477153	+	NM_133882	C8b	12
chr4	104488284	104549003	-	NM_146148	C8a	11
chr4	104586060	104689468	+	NM_001162980	1700024P16Rik	20
chr4	104702254	104782503	-	NM_178143	Prkaa2	9
chr4	104829951	104905372	+	NM_080555	Ppap2b	6
chr4	105988817	106113932	+	NM_183225	Usp24	68
chr4	106114938	106136930	-	NM_153565	Pcsk9	12
chr4	106156062	106164848	-	NM_080458	Bsnd	4
chr4	106233642	106261718	+	NM_053272	Dhcr24	9
chr4	106263513	106289843	-	NM_183182	BC055111	10
chr4	106295053	106312792	+	NM_177667	Ttc22	7
chr4	106323673	106327885	+	NM_001083887	Pars2	2
chr4	106334412	106351549	-	NM_028209	Ttc4	10
chr4	106353021	106400535	-	NM_001126487	Heatr8	24
chr4	106406519	106420897	+	NM_146149	Fam151a	8
chr4	106417165	106472436	-	NM_025590	Acot11	16
chr4	106584074	106722299	+	NM_023672	Ssbp3	18
chr4	106728478	106739471	-	NM_025500	Mrpl37	7
chr4	106742772	106757410	+	NM_175471	Cyb5rl	6
chr4	106769495	106780353	+	NM_172873	Cdcp2	4
chr4	106806766	106850971	-	NM_025617	2210012G02Rik	5
chr4	106851234	106873601	+	NM_029565	Tmem59	8
chr4	106881784	106890519	+	NM_001081272	Ldlrad1	5
chr4	106906118	106926138	-	NM_029985	Lrrc42	8
chr4	106926538	106952493	+	NM_028394	Hspb11	6
chr4	106964069	106979748	-	NM_007860	Dio1	4
chr4	106986967	107032428	+	NM_145550	Yipf1	10
chr4	107040388	107086943	+	NM_028355	Tmem48	18
chr4	107107323	107307664	+	NM_147221	Glis1	11
chr4	107348894	107356767	-	NM_019872	Dmrtb1	4
chr4	107474863	107549445	+	NM_001080926	Lrp8	19
chr4	107552417	107560003	+	NM_010760	Magoh	5
chr4	107562503	107570407	+	NM_028754	0610037L13Rik	7
chr4	107576586	107596194	-	NM_009949	Cpt2	5
chr4	107640938	107686137	+	NM_146255	Slc1a7	11
chr4	107687397	107704695	-	NM_172874	Podn	13
chr4	107716434	107791152	-	NM_011327	Scp2	16
chr4	107838041	107851913	+	NM_001254754	Echdc2	9
chr4	107854538	107890527	-	NM_001167936	Zyg11a	14
chr4	107900359	107973695	-	NM_001033634	Zyg11b	14
chr4	108000756	108013323	+	NM_027250	2010305A19Rik	3
chr4	108040381	108055954	-	NM_001099303	Fam159a	3
chr4	108072821	108079318	-	NM_024198	Gpx7	3
chr4	108132030	108232020	+	NM_175472	Zcchc11	31
chr4	108237471	108251941	-	NM_172697	Prpf38a	10
chr4	108252058	108287436	+	NM_011015	Orc1	17
chr4	108292560	108306727	+	NM_177045	Cc2d1b	25
chr4	108311863	108396481	-	NM_183300	Zfyve9	16
chr4	108392253	108454509	+	NM_001254730	3110021N24Rik	4
chr4	108486899	108506189	-	NM_027453	Btf3l4	6
chr4	108507282	108534724	+	NM_025334	Txndc12	7
chr4	108520461	108522017	+	NM_029571	Kti12	1
chr4	108551674	108615929	+	NM_023537	Rab3b	5
chr4	108615447	108644682	-	NR_040664	8030443G20Rik	6
chr4	108673409	108734376	+	NM_146150	Nrd1	31
chr4	108690259	108690335	+	NR_030432	Mir761	1
chr4	108733749	108790641	-	NM_001134791	Osbpl9	20
chr4	108908236	108926853	+	NM_001033226	Calr4	8
chr4	109015660	109060421	+	NM_001159964	Eps15	13
chr4	109088251	109117350	+	NM_001145948	Ttc39a	18
chr4	109125461	109149110	-	NM_013876	Rnf11	3
chr4	109177936	109203902	-	NM_026291	4930522H14Rik	5
chr4	109333480	109337977	-	NM_007671	Cdkn2c	2
chr4	109349231	109636565	+	NM_007983	Faf1	19
chr4	109650629	109656289	+	NM_172296	Dmrta2	3
chr4	109876341	110024516	-	NM_001163397	Elavl4	6
chr4	110070395	111330115	+	NM_030231	Agbl4	13
chr4	111087610	111132903	+	NM_026279	Bend5	6
chr4	111392614	111501745	+	NM_026470	Spata6	13
chr4	111547981	111575401	-	NM_145551	Slc5a9	15
chr4	111592159	111622961	+	NM_001100466	Skint8	7
chr4	111645531	111660826	+	NM_001142775	Skint7	7
chr4	111678873	111702143	+	NM_001102662	Skint1	8
chr4	111754074	111840681	+	NM_178786	Skint4	11
chr4	111905025	111970850	+	NM_001102474	Skint3	10
chr4	112058573	112106590	-	NM_177864	Skint9	7
chr4	112286356	112320445	+	NM_177865	Skint2	7
chr4	112383434	112447466	-	NM_177668	Skint10	7
chr4	112477220	112959578	-	NM_001103199	Skint6	49
chr4	113150495	113672108	-	NM_001167878	Skint5	58
chr4	113835988	113917633	+	NM_001166027	Skint11	7
chr4	114079328	114287703	+	NM_001085549	Gm12824	7
chr4	114494324	114528771	+	NR_033617	Gm12830	4
chr4	114578884	114581503	-	NM_008593	Foxd2	1
chr4	114581893	114593723	+	NR_030721	9130206I24Rik	4
chr4	114597751	114598618	-	NM_015758	Foxe3	1
chr4	114633217	114659833	-	NM_025647	Cmpk1	6
chr4	114672722	114715803	+	NM_009185	Stil	17
chr4	114732131	114744360	+	NM_011527	Tal1	4
chr4	114761312	114766499	+	NM_001164558	Pdzk1ip1	5
chr4	114781286	114806582	-	NM_001003947	Cyp4x1	12
chr4	114914688	114927162	+	NM_001100183	Cyp4a29-ps	12
chr4	114971650	115005420	+	NM_177406	Cyp4a12a	12
chr4	115084228	115111639	+	NM_172306	Cyp4a12b	12
chr4	115125208	115143667	+	NM_001100185	Cyp4a30b-ps	12
chr4	115158804	115168746	-	NM_007822	Cyp4a14	12
chr4	115190891	115206254	+	NM_010011	Cyp4a10	13
chr4	115236253	115251620	+	NM_201640	Cyp4a31	12
chr4	115254642	115255732	-	NR_033575	Gm12839	3
chr4	115273542	115294971	+	NM_001100181	Cyp4a32	13
chr4	115297332	115320310	-	NM_007823	Cyp4b1	12
chr4	115410677	115449932	+	NM_172698	4732418C07Rik	12
chr4	115452438	115453639	-	NM_029196	4930544O15Rik	2
chr4	115457418	115484919	+	NM_181040	Atpaf1	9
chr4	115500696	115508788	+	NM_175308	Mob3c	4
chr4	115511850	115551853	+	NM_021461	Mknk1	13
chr4	115557004	115560569	+	NM_001039124	Kncn	4
chr4	115587723	115612531	-	NM_130865	Dmbx1	5
chr4	115669260	115690507	-	NM_010173	Faah	15
chr4	115704374	115726481	-	NM_028142	Nsun4	6
chr4	115739569	115747675	-	NM_025641	Uqcrh	4
chr4	115748069	115769648	+	NM_153521	Lrrc41	10
chr4	115769559	115796294	-	NM_009015	Rad54l	18
chr4	115809332	115817221	-	NM_026547	1520402A15Rik	2
chr4	115823122	115832449	+	NM_026651	Pomgnt1	22
chr4	115834485	115840203	-	NM_133681	Tspan1	8
chr4	115845976	115846902	+	NM_001099295	1700042G07Rik	2
chr4	115894518	115975661	+	NM_181585	Pik3r3	10
chr4	115979366	116136788	-	NM_008641	Mast2	29
chr4	116180153	116210840	+	NM_008389	Ipp	9
chr4	116224132	116228548	-	NM_177670	Tmem69	3
chr4	116230331	116266487	+	NM_029868	Gpbp1l1	12
chr4	116262337	116270235	-	NR_029450	C530005A16Rik	3
chr4	116269334	116272871	+	NM_001037916	Ccdc17	13
chr4	116273656	116300102	-	NM_001081475	Nasp	14
chr4	116309114	116324279	-	NM_021473	Akr1a1	9
chr4	116357569	116358627	-	NR_040442	AV051173	3
chr4	116358203	116372605	+	NM_011034	Prdx1	6
chr4	116375038	116380990	-	NM_025962	Mmachc	4
chr4	116381534	116387709	+	NM_026714	Ccdc163	10
chr4	116393559	116476853	+	NM_146151	Tesk2	11
chr4	116476607	116480164	-	NM_026654	Toe1	8
chr4	116480338	116492036	+	NM_001159581	Mutyh	17
chr4	116492511	116494113	-	NM_146256	Hpdl	1
chr4	116550006	116661710	+	NM_001029912	Zswim5	14
chr4	116662821	116666980	-	NM_009478	Urod	10
chr4	116667952	116677882	+	NM_175244	Hectd3	21
chr4	116692012	116759457	+	NM_001111277	Eif2b3	12
chr4	116768960	116787436	+	NM_008958	Ptch2	22
chr4	116791822	116798330	-	NR_024078	Btbd19	7
chr4	116799417	116801335	+	NM_175030	Tctex1d4	4
chr4	116801259	116806557	-	NM_013807	Plk3	15
chr4	116826440	116828737	-	NM_009098	Rps8	6
chr4	116827120	116827179	-	NR_028524	Snord38a	1
chr4	116828375	116828453	-	NR_030704	Snord55	1
chr4	116832240	116855229	-	NM_134471	Kif2c	20
chr4	116885937	116924522	-	NM_001145637	Gm1661	13
chr4	116924593	116941185	+	NM_026837	Tmem53	3
chr4	116944068	117169520	-	NM_025739	Rnf220	15
chr4	117223098	117346886	+	NM_080469	Eri3	9
chr4	117347290	117354830	-	NM_023178	Dmap1	11
chr4	117429263	117438271	-	NM_029416	Klf17	3
chr4	117507862	117541910	+	NM_008135	Slc6a9	14
chr4	117541866	117545075	-	NM_001034876	Ccdc24	8
chr4	117545604	117556081	-	NM_001253381	B4galt2	8
chr4	117556934	117559934	-	NM_033617	Atp6v0b	8
chr4	117561247	117564608	-	NM_026344	Dph2	6
chr4	117567097	117587604	-	NM_146152	Ipo13	20
chr4	117598766	117602368	-	NM_009711	Artn	5
chr4	117604757	117807519	-	NM_001161774	St3gal3	12
chr4	117809608	117852648	-	NM_001161823	Kdm4a	22
chr4	117880817	117964002	-	NM_011213	Ptprf	33
chr4	118032603	118035349	+	NR_003946	Hyi	7
chr4	118035344	118081868	-	NM_198170	Szt2	72
chr4	118081941	118088387	+	NM_020000	Med8	7
chr4	118100697	118105521	+	NM_019422	Elovl1	8
chr4	118105505	118109948	-	NM_023223	Cdc20	10
chr4	118115021	118130100	-	NM_010823	Mpl	12
chr4	118143795	118162454	-	NM_011587	Tie1	23
chr4	118199879	118202822	+	NM_025572	2610528J11Rik	3
chr4	118213545	118216331	-	NM_172383	Tmem125	4
chr4	118227300	118293010	-	NM_026789	Wdr65	22
chr4	118293403	118300381	+	NM_026932	Ebna1bp2	9
chr4	118299008	118304520	+	NR_029469	D4Ertd617e	3
chr4	118338123	118339071	+	NM_146315	Olfr62	1
chr4	118362107	118363055	-	NM_146713	Olfr1342	1
chr4	118382013	118382952	+	NM_146853	Olfr1341	1
chr4	118398853	118399801	+	NM_146304	Olfr1340	1
chr4	118407135	118408083	+	NM_146852	Olfr1339	1
chr4	118426199	118427141	-	NM_207152	Olfr1338	1
chr4	118454240	118455188	-	NM_146309	Olfr1337	1
chr4	118481459	118482467	-	NM_207703	Olfr1335	1
chr4	118502089	118503043	-	NM_207157	Olfr1333	1
chr4	118541387	118542341	+	NM_001011856	Olfr1331	1
chr4	118565689	118566637	+	NM_146334	Olfr1330	1
chr4	118589128	118590070	-	NM_001011870	Olfr1329	1
chr4	118606503	118607445	-	NM_146399	Olfr1328	1
chr4	118634571	118641515	+	NM_133892	Lao1	7
chr4	118781349	118809934	+	NM_011400	Slc2a1	10
chr4	118842122	118846461	-	NM_183140	Zfp691	2
chr4	118848061	118862616	-	NM_013848	Ermap	13
chr4	118867914	118873903	+	NM_024462	Ccdc23	3
chr4	118877659	118890822	-	NM_029198	4930538K18Rik	7
chr4	118897742	118905329	-	NM_001012400	AU022252	5
chr4	118905519	118920972	+	NM_019782	Lepre1	16
chr4	118928045	118935043	+	NM_153105	Cldn19	4
chr4	118949931	118967118	-	NM_011732	Ybx1	8
chr4	118978894	118993128	-	NM_001110129	Ppih	10
chr4	118996443	119088126	-	NM_029286	Ccdc30	15
chr4	119091137	119095025	-	NM_026494	Ppcs	3
chr4	119095288	119126504	+	NM_001014900	Zmynd12	8
chr4	119137890	119165203	-	NM_177572	Rimkla	5
chr4	119202922	119211374	-	NM_001004178	AA415398	4
chr4	119212292	119301724	+	NM_172699	Foxj3	13
chr4	119310336	119312070	+	NM_008190	Guca2a	3
chr4	119329207	119331550	-	NM_008191	Guca2b	3
chr4	119487282	119808016	+	NM_010657	Hivep3	9
chr4	119834028	119839965	+	NM_007902	Edn2	5
chr4	119939682	119959866	-	NM_194060	Foxo6	2
chr4	120077885	120202804	+	NM_001159630	Scmh1	18
chr4	120204835	120209266	+	NM_177570	Slfnl1	5
chr4	120212472	120242881	-	NM_016748	Ctps	19
chr4	120261349	120282277	+	NM_001101603	Gm8439	3
chr4	120339167	120340425	+	NM_019563	Cited4	1
chr4	120370077	120419781	-	NM_001081142	Kcnq4	14
chr4	120430039	120498320	-	NM_008692	Nfyc	10
chr4	120442138	120442227	-	NR_029716	Mir30c-1	1
chr4	120445210	120445302	-	NR_029602	Mir30e	1
chr4	120550473	120564165	+	NM_182929	Rims3	6
chr4	120593806	120597610	-	NM_001160043	Dem1	2
chr4	120602741	120624306	-	NM_001005788	Zfp69	6
chr4	120640921	120689852	-	NM_133716	Smap2	10
chr4	120712170	120727930	+	NM_007741	Col9a2	32
chr4	120731842	120770848	-	NM_172700	Zmpste24	10
chr4	120778255	120781831	-	NM_001081312	Tmco2	2
chr4	120817977	120861139	-	NM_001081013	Rlf	6
chr4	120988920	120997522	-	NM_001033791	Gm12888	4
chr4	121087339	121095704	-	NM_001144948	Gm12886	4
chr4	121286608	121294730	-	NM_001099309	Gm12887	4
chr4	122366501	122382378	+	NM_023865	9530002B09Rik	5
chr4	122513469	122536418	+	NM_008917	Ppt1	9
chr4	122536470	122563124	-	NM_007598	Cap1	13
chr4	122624093	122638431	-	NM_029662	Mfsd2a	14
chr4	122673341	122679723	+	NM_008506	Mycl1	2
chr4	122693839	122732177	+	NM_025873	Trit1	11
chr4	122782407	122803334	+	NM_007559	Bmp8b	7
chr4	122793490	122795243	+	NM_181859	Oxct2b	1
chr4	122804367	122817184	-	NM_019489	Ppie	10
chr4	122860746	122871942	+	NM_174998	Hpcal4	5
chr4	122878795	122893450	+	NM_001085502	Nt5c1a	6
chr4	122910798	122927113	+	NM_013905	Heyl	5
chr4	122960527	122976064	+	NM_148917	Pabpc4	14
chr4	122989890	123020495	-	NM_001256019	Bmp8a	7
chr4	122999117	123000922	-	NM_022033	Oxct2a	1
chr4	123026875	123361603	-	NM_001199136	Macf1	98
chr4	123080843	123089154	-	NM_001167918	D830031N03Rik	1
chr4	123389952	123395429	-	NM_001030274	Ndufs5	3
chr4	123389952	123395404	-	NR_002445	BC002163	3
chr4	123412437	123427542	-	NM_023423	Akirin1	5
chr4	123465117	123507147	+	NM_183163	Rhbdl2	8
chr4	123582255	123589493	+	NM_019660	Mycbp	5
chr4	123594675	123614240	+	NM_017475	Rragc	7
chr4	124126868	124163202	-	NR_040774	1700057H15Rik	4
chr4	124246421	124252781	+	NR_045819	4933407E24Rik	3
chr4	124334888	124337899	+	NM_011141	Pou3f1	1
chr4	124356007	124370798	-	NM_026031	Utp11l	8
chr4	124377942	124385855	+	NM_010213	Fhl3	6
chr4	124392104	124409666	+	NM_029157	Sf3a3	17
chr4	124408937	124409046	+	NR_030479	Mir697	1
chr4	124419121	124478755	+	NM_008385	Inpp5b	24
chr4	124421024	124421133	+	NR_030480	Mir698	1
chr4	124479792	124527044	+	NM_008636	Mtf1	11
chr4	124526728	124527974	-	NM_001142727	1110065P20Rik	3
chr4	124528002	124532486	+	NM_153566	Yrdc	5
chr4	124532482	124539415	-	NM_001007573	Maneal	4
chr4	124559028	124563752	+	NM_177671	Epha10	3
chr4	124568131	124572026	-	NR_040651	1700125G02Rik	3
chr4	124595708	124614161	-	NM_026560	Cdca8	10
chr4	124614291	124621905	+	NM_177573	9930104L06Rik	5
chr4	124663673	124686343	+	NM_138683	Rspo1	6
chr4	124707257	124732626	+	NM_145552	Gnl2	16
chr4	124732582	124742901	-	NM_175223	Dnali1	6
chr4	124743936	124751287	+	NM_175246	Snip1	4
